collision_date,day,dd,year,mm,num_collisions,fatalities,injured,weighted_fatalities_injuries,dewp,slp,mxpsd,max,min,fog,temperature,visibility,wind_speed,gust,precipitation,snow_depth,thunder,hail,snow_ice_pellets
2015-11-27,5,27,2015,11,480,2,145,16.5,47.5,1033.0,8.0,64.0,41.0,0.0,57.1,9.4,2.9,15.9,0.0,,0.0,0.0,0.0
2023-02-21,2,21,2023,02,224,2,145,16.5,33.7,1003.6,9.9,61.0,37.0,0.0,44.3,7.7,3.9,21.0,0.2,,0.0,0.0,0.0
2021-08-31,2,31,2021,08,310,2,145,16.5,65.1,1008.7,8.0,84.9,73.0,0.0,79.1,10.0,2.9,14.0,0.0,,0.0,0.0,0.0
2016-12-13,2,13,2016,12,630,2,145,16.5,24.8,1018.8,7.0,46.0,34.0,0.0,39.6,10.0,4.1,15.9,0.07,,0.0,0.0,0.0
2012-08-22,3,22,2012,08,504,2,145,16.5,60.3,1019.6,8.0,80.1,61.0,0.0,73.8,9.8,1.7,18.1,0.0,,0.0,0.0,0.0
2012-09-30,7,30,2012,09,449,2,145,16.5,52.5,1010.0,14.0,68.0,55.9,0.0,60.5,9.5,3.9,20.0,0.75,,0.0,0.0,0.0
2022-10-12,3,12,2022,10,314,2,155,17.5,46.1,1023.2,6.0,70.0,51.1,0.0,62.7,10.0,2.8,22.0,0.0,,0.0,0.0,0.0
2015-06-28,7,28,2015,06,535,2,155,17.5,60.0,1006.2,13.0,73.0,57.9,0.0,64.3,5.5,5.8,21.0,1.42,,0.0,0.0,0.0
2020-06-24,3,24,2020,06,300,2,155,17.5,62.5,1005.6,8.0,87.1,73.9,0.0,78.7,9.2,2.9,22.0,0.0,,0.0,0.0,0.0
2016-03-11,5,11,2016,03,672,2,155,17.5,44.3,1017.0,8.9,79.0,55.0,0.0,61.6,9.7,5.3,17.1,0.06,,0.0,0.0,0.0
2013-09-13,5,13,2013,09,652,2,155,17.5,61.5,1005.3,8.9,87.1,66.9,0.0,70.1,8.0,4.1,18.1,1.66,,0.0,0.0,0.0
2012-09-15,6,15,2012,09,557,2,155,17.5,54.1,1019.1,14.0,72.0,60.1,0.0,67.2,10.0,5.1,20.0,0.01,,0.0,0.0,0.0
2014-08-29,5,29,2014,08,631,2,155,17.5,48.9,1020.4,7.0,82.0,61.0,0.0,69.6,10.0,2.8,17.1,0.0,,0.0,0.0,0.0
2012-08-11,6,11,2012,08,507,2,155,17.5,71.5,1010.2,16.9,87.1,71.1,0.0,77.7,7.8,6.9,28.0,1.1,,0.0,0.0,0.0
2016-07-02,6,02,2016,07,570,2,155,17.5,56.4,1014.2,9.9,79.0,63.0,0.0,70.3,8.7,4.6,19.0,0.83,,0.0,0.0,0.0
2020-10-30,5,30,2020,10,394,2,155,17.5,39.1,1010.8,13.0,55.9,37.9,0.0,42.4,6.7,7.7,24.1,1.93,,0.0,0.0,0.0
2020-09-24,4,24,2020,09,297,2,155,17.5,52.3,1014.5,5.1,79.0,57.0,0.0,69.2,10.0,2.2,,0.0,,0.0,0.0,0.0
2022-11-26,6,26,2022,11,247,2,155,17.5,25.5,1015.0,12.0,57.0,42.1,0.0,48.4,10.0,7.0,26.0,0.02,,0.0,0.0,0.0
2021-10-19,2,19,2021,10,302,2,165,18.5,38.7,1015.1,8.9,66.0,46.9,0.0,54.2,10.0,4.8,18.1,0.0,,0.0,0.0,0.0
2015-11-25,3,25,2015,11,717,2,165,18.5,24.9,1038.1,5.1,50.0,32.0,0.0,42.5,10.0,2.3,,0.0,,0.0,0.0,0.0
2014-03-21,5,21,2014,03,589,2,165,18.5,18.4,1014.0,12.0,54.0,39.0,0.0,44.1,10.0,8.2,22.0,0.0,,0.0,0.0,0.0
2014-05-11,7,11,2014,05,584,2,165,18.5,46.3,1014.9,8.9,82.9,57.0,0.0,70.1,9.6,4.0,15.0,0.4,,0.0,0.0,0.0
2014-01-01,3,01,2014,01,399,2,165,18.5,10.7,1026.8,8.9,33.1,21.0,0.0,28.2,10.0,5.1,20.0,0.0,,0.0,0.0,0.0
2021-11-20,6,20,2021,11,305,2,165,18.5,25.4,1032.7,8.0,48.0,35.1,0.0,41.1,10.0,3.3,15.0,0.01,,0.0,0.0,0.0
2022-06-25,6,25,2022,06,364,2,165,18.5,60.6,1018.3,5.1,90.0,63.0,0.0,78.5,9.9,2.2,,0.0,,0.0,0.0,0.0
2019-01-11,5,11,2019,01,644,2,165,18.5,6.8,1020.4,26.0,34.0,21.0,0.0,26.7,10.0,18.5,32.1,0.0,,0.0,0.0,0.0
2021-09-05,7,05,2021,09,293,2,175,19.5,61.3,1012.0,6.0,79.0,61.0,0.0,70.7,9.8,1.5,18.1,0.0,,0.0,0.0,0.0
2013-02-13,3,13,2013,02,570,2,175,19.5,22.5,1011.2,7.0,44.1,33.1,0.0,38.2,9.9,3.0,15.0,0.0,3.9,0.0,0.0,0.0
2013-08-01,4,01,2013,08,643,2,175,19.5,62.8,1015.4,8.0,82.9,66.0,0.0,71.5,6.9,2.3,18.1,0.0,,0.0,0.0,0.0
2020-09-18,5,18,2020,09,341,2,175,19.5,54.4,1014.5,9.9,75.0,61.0,0.0,66.6,10.0,5.4,18.1,0.0,,0.0,0.0,0.0
2013-07-31,3,31,2013,07,553,2,175,19.5,56.3,1019.9,5.1,82.9,66.9,0.0,74.1,10.0,2.2,14.0,0.0,,0.0,0.0,0.0
2014-06-25,3,25,2014,06,646,2,175,19.5,65.8,1014.6,8.0,84.9,68.0,0.0,75.4,9.0,5.0,17.1,0.0,,0.0,0.0,0.0
2012-07-14,6,14,2012,07,536,2,175,19.5,62.7,1021.6,13.0,82.0,68.0,1.0,78.5,10.0,3.5,19.0,0.0,,0.0,0.0,0.0
2015-06-03,3,03,2015,06,658,2,175,19.5,49.6,1022.4,7.0,70.0,52.0,0.0,58.0,9.0,4.5,15.9,0.26,,0.0,0.0,0.0
2018-07-08,7,08,2018,07,545,2,185,20.5,51.4,1027.1,6.0,84.0,62.1,0.0,71.3,10.0,1.5,15.9,0.0,,0.0,0.0,0.0
2022-10-06,4,06,2022,10,336,2,195,21.5,49.2,1014.2,5.1,73.9,53.1,0.0,61.6,10.0,2.5,,0.14,,0.0,0.0,0.0
2019-06-24,1,24,2019,06,731,2,195,21.5,54.9,1011.4,7.0,84.0,64.0,0.0,76.1,10.0,2.2,19.0,0.0,,0.0,0.0,0.0
2013-07-28,7,28,2013,07,485,2,195,21.5,65.2,1014.8,7.0,78.1,70.0,0.0,73.3,9.3,1.4,18.1,0.0,,0.0,0.0,0.0
2019-02-04,1,04,2019,02,651,2,205,22.5,32.9,1018.3,9.9,61.0,33.1,0.0,48.3,9.4,4.8,,0.0,,0.0,0.0,0.0
2019-12-20,5,20,2019,12,698,2,215,23.5,10.8,1032.5,9.9,33.1,16.0,0.0,25.8,10.0,5.8,15.9,0.0,,0.0,0.0,0.0
2019-06-23,7,23,2019,06,559,2,215,23.5,50.0,1014.7,8.9,82.9,61.0,0.0,73.7,10.0,3.6,15.0,0.0,,0.0,0.0,0.0
2018-05-26,6,26,2018,05,601,2,225,24.5,64.5,1009.5,8.0,89.1,64.9,0.0,79.9,9.6,2.7,15.9,0.0,,0.0,0.0,0.0
2022-02-25,5,25,2022,02,251,2,86,10.6,25.2,1023.6,14.0,41.0,28.9,0.0,33.2,6.6,7.0,22.0,0.5,,0.0,0.0,1.0
2022-02-24,4,24,2022,02,222,2,86,10.6,12.7,1028.8,15.0,43.0,28.9,0.0,32.9,10.0,7.0,21.0,0.0,,0.0,0.0,0.0
2013-03-26,2,26,2013,03,425,2,91,11.1,27.3,1005.1,8.9,53.1,37.0,0.0,42.2,9.7,4.5,15.9,0.17,,0.0,0.0,0.0
2022-01-08,6,08,2022,01,236,2,96,11.6,7.0,1030.1,11.1,34.0,19.9,0.0,25.2,10.0,6.3,21.0,0.03,5.9,0.0,0.0,0.0
2021-04-27,2,27,2021,04,273,2,101,12.1,21.9,1017.9,8.0,64.0,41.0,0.0,54.4,10.0,2.7,15.0,0.0,,0.0,0.0,0.0
2014-01-31,5,31,2014,01,560,2,106,12.6,9.9,1021.2,8.9,39.0,16.0,0.0,30.7,10.0,5.0,15.9,0.0,1.2,0.0,0.0,0.0
2013-02-28,4,28,2013,02,517,2,111,13.1,32.9,1002.1,8.0,51.1,43.0,0.0,45.2,9.8,3.9,15.0,0.44,,0.0,0.0,0.0
2015-02-09,1,09,2015,02,547,2,111,13.1,21.0,1014.8,15.9,37.0,25.0,0.0,27.7,8.8,9.6,22.9,0.03,7.9,0.0,0.0,1.0
2023-02-25,6,25,2023,02,238,2,111,13.1,10.8,1031.1,13.0,45.0,23.0,0.0,27.1,9.7,4.3,21.0,0.0,,0.0,0.0,1.0
2014-02-18,2,18,2014,02,518,2,111,13.1,18.5,1020.7,8.9,39.0,26.1,1.0,32.0,7.1,4.2,18.1,0.07,16.9,0.0,0.0,1.0
2014-10-30,4,30,2014,10,626,2,116,13.6,40.3,1014.8,8.0,72.0,48.0,0.0,52.5,9.9,3.6,,0.0,,0.0,0.0,0.0
2013-03-17,7,17,2013,03,426,2,116,13.6,20.0,1017.5,8.9,37.9,28.9,0.0,33.0,9.8,4.6,19.0,0.12,,0.0,0.0,0.0
2018-03-05,1,05,2018,03,616,2,121,14.1,21.5,1017.5,9.9,44.1,33.1,0.0,37.0,10.0,6.1,20.0,0.0,,0.0,0.0,0.0
2020-05-30,6,30,2020,05,226,2,121,14.1,58.1,1011.6,15.0,81.0,66.9,0.0,72.2,9.8,9.2,19.0,0.05,,0.0,0.0,0.0
2016-12-28,3,28,2016,12,546,2,126,14.6,24.4,1017.2,8.0,60.1,36.0,0.0,39.7,10.0,5.2,17.1,0.0,,0.0,0.0,0.0
2019-03-12,2,12,2019,03,586,2,126,14.6,17.2,1020.8,11.1,53.1,34.0,0.0,40.1,10.0,8.1,22.9,0.0,,0.0,0.0,0.0
2015-11-08,7,08,2015,11,472,2,131,15.1,31.1,1025.2,13.0,55.9,46.0,0.0,51.9,10.0,4.0,19.0,0.0,,0.0,0.0,0.0
2017-04-17,1,17,2017,04,488,2,131,15.1,45.6,1013.1,8.9,87.1,59.0,0.0,69.3,10.0,6.1,21.0,0.0,,0.0,0.0,0.0
2012-12-29,6,29,2012,12,442,2,131,15.1,26.2,1013.1,21.0,44.6,24.8,1.0,32.5,7.8,5.3,28.0,0.0,,0.0,0.0,1.0
2018-04-27,5,27,2018,04,690,2,131,15.1,44.6,1010.5,6.0,70.0,51.1,0.0,55.7,8.1,2.6,17.1,0.1,,0.0,0.0,0.0
2018-02-02,5,02,2018,02,617,2,136,15.6,18.1,1014.7,13.0,45.0,21.0,0.0,31.9,9.2,6.7,24.1,0.23,,0.0,0.0,0.0
2016-01-16,6,16,2016,01,563,2,136,15.6,37.3,999.9,11.1,52.0,34.0,0.0,46.0,8.6,5.5,19.0,0.21,,0.0,0.0,0.0
2013-02-23,6,23,2013,02,521,2,136,15.6,34.3,1020.7,14.0,42.1,36.0,0.0,38.0,5.3,6.3,22.0,0.0,,0.0,0.0,0.0
2019-11-09,6,09,2019,11,502,2,136,15.6,16.2,1026.1,8.9,41.0,27.0,0.0,33.3,10.0,2.8,15.0,0.0,,0.0,0.0,0.0
2013-11-05,2,05,2013,11,510,2,136,15.6,30.4,1036.8,6.0,55.0,35.1,0.0,46.8,10.0,3.8,,0.0,,0.0,0.0,0.0
2023-01-12,4,12,2023,01,277,2,136,15.6,35.4,1020.7,8.9,54.0,35.1,0.0,42.1,9.4,4.2,15.0,0.01,,0.0,0.0,0.0
2023-03-07,2,07,2023,03,269,2,142,16.2,17.8,1010.1,20.0,52.0,33.1,0.0,40.9,8.7,8.1,31.1,0.06,,0.0,0.0,1.0
2021-04-19,1,19,2021,04,320,2,142,16.2,36.2,1010.4,8.9,64.9,48.9,0.0,58.9,10.0,3.0,17.1,0.0,,0.0,0.0,0.0
2013-10-20,7,20,2013,10,490,2,142,16.2,39.6,1012.6,9.9,64.0,50.0,0.0,57.4,10.0,5.5,20.0,0.01,,0.0,0.0,0.0
2020-10-15,4,15,2020,10,311,2,142,16.2,51.4,1015.6,8.9,71.1,50.0,0.0,63.3,10.0,4.3,21.0,0.0,,0.0,0.0,0.0
2015-10-06,2,06,2015,10,631,2,142,16.2,45.4,1017.1,5.1,73.0,52.0,0.0,61.2,10.0,1.5,,0.0,,0.0,0.0,0.0
2018-02-17,6,17,2018,02,604,2,143,16.2,18.7,1024.9,11.1,42.1,28.0,1.0,34.5,9.3,5.2,22.0,0.04,,0.0,0.0,1.0
2014-09-04,4,04,2014,09,727,2,152,17.2,56.9,1020.6,5.1,87.1,69.1,0.0,77.9,10.0,1.3,20.0,0.0,,0.0,0.0,0.0
2021-06-04,5,04,2021,06,331,2,152,17.2,66.0,1012.6,13.0,78.1,60.1,1.0,70.2,7.4,2.5,24.1,0.38,,0.0,0.0,0.0
2022-06-20,1,20,2022,06,281,2,152,17.2,40.5,1019.0,6.0,78.1,54.0,0.0,67.4,10.0,3.3,22.9,0.0,,0.0,0.0,0.0
2022-10-21,5,21,2022,10,335,2,152,17.2,34.3,1018.9,5.1,62.1,44.1,0.0,53.8,10.0,2.3,,0.0,,0.0,0.0,0.0
2019-12-11,3,11,2019,12,578,2,162,18.2,30.4,1022.2,13.0,57.9,30.9,1.0,37.3,8.3,5.3,24.1,0.36,1.2,0.0,0.0,1.0
2019-11-23,6,23,2019,11,528,2,162,18.2,20.3,1014.8,9.9,53.1,35.1,0.0,40.3,10.0,4.6,19.0,0.07,,0.0,0.0,0.0
2017-09-10,7,10,2017,09,533,2,162,18.2,49.1,1027.0,9.9,72.0,55.0,0.0,63.7,10.0,5.0,18.1,0.0,,0.0,0.0,0.0
2020-10-26,1,26,2020,10,314,2,162,18.2,50.9,1022.9,8.9,57.9,45.0,0.0,53.4,5.3,3.9,15.0,0.02,,0.0,0.0,0.0
2016-04-07,4,07,2016,04,630,2,162,18.2,43.2,1006.9,11.1,57.9,30.0,0.0,52.4,9.3,5.8,22.9,0.0,,0.0,0.0,0.0
2013-09-28,6,28,2013,09,547,2,172,19.2,49.4,1025.3,7.0,73.0,55.9,0.0,64.1,10.0,4.4,15.0,0.0,,0.0,0.0,0.0
2012-09-13,4,13,2012,09,632,2,172,19.2,54.8,1027.4,9.9,80.1,62.1,0.0,70.4,10.0,3.2,15.0,0.0,,0.0,0.0,0.0
2021-06-13,7,13,2021,06,330,2,172,19.2,55.6,1012.9,5.1,75.9,62.1,0.0,66.8,10.0,1.9,,0.0,,0.0,0.0,0.0
2013-09-08,7,08,2013,09,500,2,182,20.2,52.8,1011.5,8.0,82.9,59.0,0.0,73.7,10.0,4.5,19.0,0.0,,0.0,0.0,0.0
2019-09-17,2,17,2019,09,635,2,182,20.2,47.7,1019.3,8.9,77.0,62.1,0.0,69.5,10.0,5.2,20.0,0.0,,0.0,0.0,0.0
2013-07-26,5,26,2013,07,617,2,182,20.2,57.5,1016.5,8.9,82.9,64.0,0.0,72.2,10.0,5.3,19.0,0.01,,0.0,0.0,0.0
2013-11-15,5,15,2013,11,617,2,182,20.2,20.2,1022.7,8.0,57.0,33.1,0.0,50.0,10.0,4.0,15.9,0.0,,0.0,0.0,0.0
2015-04-18,6,18,2015,04,605,2,182,20.2,43.4,1013.9,8.0,80.1,55.0,0.0,68.0,10.0,2.8,22.0,0.0,,0.0,0.0,0.0
2019-04-27,6,27,2019,04,526,2,192,21.2,37.0,1000.2,15.0,59.0,48.9,0.0,54.3,8.8,6.9,28.9,1.03,,0.0,0.0,0.0
2022-08-03,3,03,2022,08,324,2,192,21.2,62.7,1014.0,6.0,90.0,71.1,0.0,81.0,10.0,2.8,,0.0,,0.0,0.0,0.0
2015-12-01,2,01,2015,12,746,2,192,21.2,41.1,1023.3,9.9,64.0,42.1,0.0,46.5,8.3,5.9,14.0,0.0,,0.0,0.0,0.0
2016-10-22,6,22,2016,10,629,2,202,22.2,47.9,997.6,15.0,66.0,46.4,0.0,53.4,7.7,7.7,27.0,1.32,,0.0,0.0,0.0
2018-12-16,7,16,2018,12,622,2,202,22.2,37.1,1017.2,25.1,51.1,33.8,0.0,42.2,5.3,16.3,28.9,0.41,,0.0,0.0,0.0
2019-10-29,2,29,2019,10,639,2,202,22.2,53.1,1025.5,6.0,59.0,53.6,0.0,56.6,6.0,3.8,18.1,0.0,,0.0,0.0,0.0
2019-09-10,2,10,2019,09,605,2,202,22.2,64.3,1026.3,6.0,78.1,64.0,0.0,70.4,9.5,1.6,15.0,0.01,,0.0,0.0,0.0
2017-01-23,1,23,2017,01,667,2,202,22.2,35.4,1008.3,24.1,46.9,35.6,0.0,41.2,9.2,15.5,38.1,0.05,,0.0,0.0,0.0
2018-09-25,2,25,2018,09,715,2,202,22.2,60.7,1029.8,9.9,73.4,59.0,1.0,64.5,5.6,3.6,20.0,0.27,,0.0,0.0,0.0
2019-10-04,5,04,2019,10,708,2,202,22.2,49.8,1017.2,9.9,66.0,53.1,0.0,59.2,7.6,4.9,22.0,0.17,,0.0,0.0,0.0
2018-03-01,4,01,2018,03,619,2,149,16.7,37.8,1009.9,8.0,61.0,42.1,0.0,55.6,10.0,4.2,,0.0,,0.0,0.0,0.0
2020-02-15,6,15,2020,02,440,2,147,16.7,2.5,1035.1,8.0,39.9,14.0,0.0,21.6,10.0,4.2,19.0,0.0,,0.0,0.0,0.0
2013-09-27,5,27,2013,09,553,2,147,16.7,50.8,1021.7,8.0,71.1,57.0,0.0,61.8,10.0,3.3,,0.0,,0.0,0.0,0.0
2020-09-01,2,01,2020,09,337,2,147,16.7,63.8,1019.4,8.0,77.0,63.0,0.0,70.9,8.5,3.3,15.0,0.12,,0.0,0.0,0.0
2013-09-14,6,14,2013,09,519,2,147,16.7,44.5,1014.1,7.0,77.0,54.0,0.0,60.3,10.0,4.7,15.0,0.06,,0.0,0.0,0.0
2022-07-04,1,04,2022,07,255,2,157,17.7,46.6,1019.7,7.0,88.0,64.9,0.0,76.5,10.0,2.7,,0.0,,0.0,0.0,0.0
2021-07-29,4,29,2021,07,319,2,157,17.7,66.0,1015.0,8.9,81.0,69.1,0.0,73.3,8.7,2.7,24.1,0.43,,0.0,0.0,0.0
2016-06-16,4,16,2016,06,689,2,157,17.7,60.8,1008.8,5.1,84.9,62.1,0.0,70.6,7.2,1.5,,0.2,,0.0,0.0,0.0
2014-01-11,6,11,2014,01,465,2,157,17.7,45.2,1014.7,9.9,57.9,30.0,1.0,47.7,3.1,5.6,21.0,1.4,,0.0,0.0,0.0
2021-04-18,7,18,2021,04,258,2,157,17.7,35.4,1009.7,6.0,64.0,43.0,0.0,54.6,10.0,2.9,,0.0,,0.0,0.0,0.0
2016-03-26,6,26,2016,03,530,2,159,17.7,30.2,1023.1,11.1,72.0,37.9,0.0,46.3,10.0,5.8,17.1,0.04,,0.0,0.0,0.0
2018-04-29,7,29,2018,04,505,2,158,17.7,41.6,1012.5,8.0,57.0,48.2,0.0,52.7,9.3,4.0,22.0,0.18,,0.0,0.0,0.0
2017-11-06,1,06,2017,11,682,2,167,18.7,58.1,1013.9,7.0,68.0,51.1,0.0,62.1,8.2,3.5,15.0,0.01,,0.0,0.0,0.0
2022-11-07,1,07,2022,11,279,2,167,18.7,52.5,1021.3,8.0,77.0,66.0,0.0,71.3,10.0,4.8,15.0,0.0,,0.0,0.0,0.0
2022-07-01,5,01,2022,07,316,2,167,18.7,64.7,1017.4,5.1,91.0,69.1,0.0,80.4,8.5,2.7,19.0,0.0,,0.0,0.0,0.0
2013-05-26,7,26,2013,05,455,2,167,18.7,35.6,1016.2,13.0,66.0,48.0,0.0,55.5,10.0,8.3,22.9,0.05,,0.0,0.0,0.0
2017-08-16,3,16,2017,08,600,2,167,18.7,66.3,1013.9,7.0,87.1,68.0,0.0,76.0,6.9,1.5,,0.17,,0.0,0.0,0.0
2012-08-23,4,23,2012,08,574,2,177,19.7,61.7,1020.4,8.9,84.0,62.6,0.0,74.7,8.9,2.0,14.0,0.0,,0.0,0.0,0.0
2022-06-04,6,04,2022,06,300,2,177,19.7,50.3,1010.9,5.1,80.1,61.0,0.0,70.7,10.0,1.7,20.0,0.0,,0.0,0.0,0.0
2019-09-21,6,21,2019,09,577,2,187,20.7,49.8,1022.3,4.1,84.0,55.9,0.0,71.8,10.0,2.3,,0.0,,0.0,0.0,0.0
2019-05-08,3,08,2019,05,649,2,187,20.7,49.9,1022.3,7.0,71.1,52.0,0.0,61.0,8.6,3.4,,0.11,,0.0,0.0,0.0
2018-07-12,4,12,2018,07,642,2,187,20.7,60.4,1020.4,6.0,88.0,64.0,1.0,74.3,9.3,1.0,,0.71,,0.0,0.0,0.0
2016-10-14,5,14,2016,10,767,2,197,21.7,38.1,1025.4,7.0,66.9,46.9,0.0,54.4,10.0,4.1,22.0,0.0,,0.0,0.0,0.0
2018-08-14,2,14,2018,08,701,2,197,21.7,70.6,1011.3,11.1,82.0,71.1,1.0,74.1,6.0,1.2,22.0,0.66,,0.0,0.0,0.0
2013-09-17,2,17,2013,09,627,2,197,21.7,38.3,1027.5,12.0,73.0,50.0,0.0,57.8,10.0,5.4,22.0,0.02,,0.0,0.0,0.0
2016-09-17,6,17,2016,09,646,2,197,21.7,56.2,1023.4,7.0,77.0,59.0,0.0,67.1,9.9,2.6,,0.0,,0.0,0.0,0.0
2017-06-12,1,12,2017,06,804,2,197,21.7,60.8,1015.5,7.0,93.0,72.0,0.0,84.0,10.0,3.9,15.0,0.0,,0.0,0.0,0.0
2020-09-04,5,04,2020,09,383,2,197,21.7,64.6,1011.1,8.9,84.9,69.1,0.0,75.6,7.1,3.9,15.0,0.71,,0.0,0.0,0.0
2019-09-22,7,22,2019,09,515,2,207,22.7,59.7,1020.2,7.0,86.0,61.0,0.0,75.1,9.9,2.6,,0.0,,0.0,0.0,0.0
2016-06-07,2,07,2016,06,709,2,207,22.7,56.0,1000.6,8.9,84.9,64.9,0.0,76.4,8.7,4.4,15.9,0.0,,0.0,0.0,0.0
2012-08-31,5,31,2012,08,701,2,217,23.7,56.1,1016.3,20.0,90.0,68.0,0.0,78.7,9.9,3.9,27.0,0.0,,0.0,0.0,0.0
2018-06-18,1,18,2018,06,808,2,247,26.7,65.1,1014.9,6.0,91.0,66.0,0.0,80.9,9.0,3.9,21.0,0.0,,0.0,0.0,0.0
2019-12-09,1,09,2019,12,737,2,257,27.7,43.4,1021.9,8.0,54.0,28.0,1.0,46.8,4.4,2.9,18.1,0.21,,0.0,0.0,0.0
2022-01-02,7,02,2022,01,181,2,77,9.7,50.6,1002.9,8.9,59.0,46.0,0.0,53.2,5.8,4.1,19.0,0.83,,0.0,0.0,0.0
2022-08-24,3,24,2022,08,231,2,92,11.2,60.7,1013.3,6.0,90.0,71.1,0.0,79.0,10.0,3.6,,0.0,,0.0,0.0,0.0
2020-11-26,4,26,2020,11,203,2,92,11.2,50.7,1017.6,8.9,64.9,45.0,0.0,58.6,8.2,4.1,15.0,0.71,,0.0,0.0,0.0
2014-07-09,3,09,2014,07,569,2,112,13.2,65.0,1010.1,11.1,86.0,72.0,0.0,78.8,9.8,4.9,19.0,0.39,,0.0,0.0,0.0
2013-09-26,4,26,2013,09,516,2,112,13.2,52.3,1015.5,8.0,73.0,52.0,0.0,63.0,10.0,3.1,19.0,0.0,,0.0,0.0,0.0
2016-10-04,2,04,2016,10,523,2,117,13.7,54.7,1023.6,11.1,72.0,60.1,0.0,64.5,9.5,5.3,15.9,0.0,,0.0,0.0,0.0
2023-02-24,5,24,2023,02,263,2,117,13.7,29.2,1019.7,17.1,45.0,34.0,0.0,41.9,7.6,6.5,28.0,0.02,,0.0,0.0,0.0
2015-01-23,5,23,2015,01,598,2,117,13.7,15.6,1024.9,8.9,39.9,28.0,0.0,32.7,10.0,5.5,19.0,0.0,,0.0,0.0,0.0
2020-12-26,6,26,2020,12,226,2,117,13.7,13.9,1010.6,15.0,35.1,24.1,0.0,28.8,10.0,9.1,25.1,0.21,,0.0,0.0,0.0
2023-03-30,4,30,2023,03,265,2,122,14.2,17.1,1022.8,12.0,55.0,30.9,0.0,39.4,10.0,7.2,21.0,0.01,,0.0,0.0,0.0
2018-03-10,6,10,2018,03,567,2,122,14.2,19.9,1012.3,12.0,42.1,30.0,0.0,35.7,10.0,7.7,22.0,0.0,2.0,0.0,0.0,0.0
2019-01-20,7,20,2019,01,411,2,122,14.2,29.5,1001.4,28.9,42.1,19.0,0.0,34.0,5.8,14.1,39.0,1.0,,0.0,0.0,1.0
2022-02-17,4,17,2022,02,267,2,127,14.7,41.7,1022.5,11.1,68.0,45.0,0.0,55.6,10.0,6.6,22.0,0.0,,0.0,0.0,0.0
2022-12-08,4,08,2022,12,286,2,127,14.7,41.4,1021.8,8.0,59.0,48.0,0.0,51.9,9.5,4.1,14.0,0.26,,0.0,0.0,0.0
2014-11-04,2,04,2014,11,538,2,127,14.7,23.7,1020.0,7.0,68.0,39.0,0.0,59.5,10.0,4.4,15.0,0.0,,0.0,0.0,0.0
2022-02-06,7,06,2022,02,270,2,127,14.7,7.2,1035.4,11.1,30.0,17.1,0.0,22.3,10.0,4.7,19.0,0.0,,0.0,0.0,0.0
2022-02-09,3,09,2022,02,272,2,132,15.2,19.9,1017.3,8.9,46.0,28.9,0.0,35.8,10.0,3.8,17.1,0.07,,0.0,0.0,0.0
2015-11-18,3,18,2015,11,628,2,132,15.2,38.1,1032.9,8.9,57.9,39.9,0.0,50.9,10.0,3.6,17.1,0.0,,0.0,0.0,0.0
2016-01-08,5,08,2016,01,602,2,132,15.2,25.5,1022.4,8.9,44.6,35.6,0.0,40.2,10.0,4.3,19.0,0.0,,0.0,0.0,0.0
2014-11-08,6,08,2014,11,543,2,132,15.2,24.7,1014.5,8.9,53.1,36.0,0.0,41.9,10.0,5.3,24.1,0.0,,0.0,0.0,0.0
2015-09-12,6,12,2015,09,554,2,132,15.2,63.4,1008.7,8.0,81.0,66.0,0.0,74.0,10.0,2.3,17.1,0.0,,0.0,0.0,0.0
2014-06-05,4,05,2014,06,569,2,132,15.2,60.0,1006.0,9.9,82.0,61.0,0.0,68.1,6.5,4.5,17.1,0.62,,0.0,0.0,0.0
2012-12-19,3,19,2012,12,590,2,132,15.2,30.5,1007.4,25.1,48.0,41.0,0.0,44.0,10.0,9.3,34.0,0.07,,0.0,0.0,0.0
2021-04-24,6,24,2021,04,301,2,132,15.2,27.2,1014.7,8.0,72.0,39.0,0.0,60.4,10.0,3.7,15.0,0.0,,0.0,0.0,0.0
2019-02-11,1,11,2019,02,568,2,137,15.7,16.4,1026.8,11.1,37.9,23.0,0.0,33.9,10.0,6.1,,0.0,,0.0,0.0,0.0
2021-02-24,3,24,2021,02,267,2,137,15.7,28.5,1013.6,11.1,54.0,36.0,0.0,45.8,10.0,6.4,18.1,0.01,3.1,0.0,0.0,0.0
2019-04-11,4,11,2019,04,537,2,144,16.4,20.7,1022.1,8.0,60.1,39.9,0.0,46.0,10.0,3.6,15.0,0.0,,0.0,0.0,0.0
2014-10-29,3,29,2014,10,556,2,144,16.4,52.4,1011.9,8.0,72.0,53.1,0.0,64.5,9.3,3.9,19.0,0.0,,0.0,0.0,0.0
2022-12-31,6,31,2022,12,245,2,144,16.4,47.1,1020.0,5.1,62.1,46.0,0.0,52.1,5.8,2.4,,0.0,,0.0,0.0,0.0
2018-05-18,5,18,2018,05,616,2,144,16.4,51.8,1023.2,9.9,71.1,55.9,0.0,64.3,9.3,4.3,20.0,0.02,,0.0,0.0,0.0
2013-12-09,1,09,2013,12,639,2,144,16.4,31.2,1019.9,12.0,39.0,28.9,0.0,34.6,4.2,6.8,22.9,0.28,,0.0,0.0,1.0
2015-01-05,1,05,2015,01,498,2,144,16.4,19.1,1015.5,15.9,55.9,28.9,0.0,40.9,9.7,9.7,40.0,0.12,,0.0,0.0,0.0
