day,dd,mm,year,collision_date,num_collisions,injured,fatalities,weighted_fatalities_injuries,num_vehicles_involved,dewp,slp,mxpsd,max,min,fog,temperature,visibility,wind_speed,gust,precipitation,snow_depth,thunder,hail,snow_ice_pellets
1,14,05,2018,2018-05-14,689,175,0,17.4,1312,53.2,1016.2,6.0,70.0,51.8,0.0,58.0,5.9,1.2,,0.13,,0.0,0.0,0.0
1,18,03,2019,2019-03-18,575,174,0,17.4,1072,11.2,1024.4,7.0,46.0,32.0,0.0,38.3,10.0,3.0,,0.0,,0.0,0.0,0.0
2,20,12,2016,2016-12-20,719,174,0,17.4,1309,7.3,1034.2,7.0,33.1,19.9,0.0,25.8,10.0,2.6,,0.0,,0.0,0.0,0.0
5,06,01,2017,2017-01-06,600,174,0,17.4,1116,16.0,1016.5,8.0,34.0,27.0,1.0,30.2,8.0,4.4,15.0,0.04,,0.0,0.0,1.0
3,25,05,2016,2016-05-25,733,174,0,17.4,1383,47.5,1016.7,6.0,88.0,57.9,0.0,73.2,9.0,3.0,,0.03,,0.0,0.0,0.0
2,22,08,2017,2017-08-22,684,174,0,17.4,1281,71.3,1014.9,9.9,89.1,71.1,0.0,80.6,8.5,4.5,20.0,0.0,,0.0,0.0,0.0
5,02,10,2015,2015-10-02,798,174,0,17.4,1530,46.5,1021.7,15.0,57.0,48.2,0.0,52.7,7.7,9.9,27.0,0.14,,0.0,0.0,0.0
7,22,04,2018,2018-04-22,568,174,0,17.4,1073,17.7,1028.1,8.9,66.9,39.0,0.0,54.5,10.0,4.2,17.1,0.0,,0.0,0.0,0.0
2,26,02,2019,2019-02-26,670,174,0,17.4,1252,6.3,1025.4,,43.0,26.1,0.0,30.1,10.0,,,0.0,,0.0,0.0,0.0
6,13,04,2019,2019-04-13,599,174,0,17.4,1101,57.7,1017.4,6.0,77.0,46.0,1.0,65.4,8.3,2.5,,0.87,,0.0,0.0,0.0
5,15,11,2019,2019-11-15,621,174,0,17.4,1158,22.0,1023.3,6.0,51.1,28.0,0.0,43.2,10.0,3.6,,0.0,,0.0,0.0,0.0
5,21,08,2015,2015-08-21,753,174,0,17.4,1497,65.0,1015.6,8.0,87.1,71.1,0.0,78.7,9.1,4.0,14.0,0.33,,0.0,0.0,0.0
1,27,10,2014,2014-10-27,642,184,0,18.4,1267,35.6,1013.5,8.9,63.0,48.0,0.0,56.0,10.0,5.4,19.0,0.0,,0.0,0.0,0.0
4,11,01,2018,2018-01-11,696,184,0,18.4,1270,36.7,1028.2,6.0,53.1,30.0,0.0,44.7,8.8,2.4,,0.0,3.9,0.0,0.0,0.0
6,15,06,2019,2019-06-15,620,184,0,18.4,1173,47.4,1017.9,8.0,81.0,57.9,0.0,70.7,10.0,3.6,19.0,0.0,,0.0,0.0,0.0
3,29,11,2017,2017-11-29,701,184,0,18.4,1323,36.6,1020.5,11.1,63.0,36.0,0.0,53.6,9.9,5.1,21.0,0.0,,0.0,0.0,0.0
5,11,10,2019,2019-10-11,606,184,0,18.4,1145,37.9,1020.0,15.0,71.1,53.1,0.0,59.4,10.0,8.3,25.1,0.0,,0.0,0.0,0.0
6,21,12,2019,2019-12-21,520,184,0,18.4,973,15.5,1036.3,8.0,35.1,21.9,0.0,28.2,10.0,2.9,,0.0,,0.0,0.0,0.0
7,01,09,2013,2013-09-01,480,184,0,18.4,965,70.1,1009.9,7.0,86.0,73.0,0.0,78.9,9.3,2.7,,0.0,,0.0,0.0,0.0
6,16,10,2021,2021-10-16,339,184,0,18.4,606,60.5,1008.1,13.0,79.0,63.0,0.0,70.0,9.6,3.7,28.0,0.0,,0.0,0.0,0.0
4,24,01,2019,2019-01-24,592,184,0,18.4,1065,47.5,1011.1,,59.0,30.9,1.0,52.3,6.2,,,0.09,,0.0,0.0,0.0
2,30,05,2017,2017-05-30,647,185,0,18.4,1229,53.5,1020.3,8.0,61.0,55.0,0.0,57.1,9.6,2.3,15.0,0.04,,0.0,0.0,0.0
3,30,08,2017,2017-08-30,671,184,0,18.4,1247,55.4,1014.7,9.9,78.1,60.1,0.0,67.1,9.5,5.1,17.1,0.3,,0.0,0.0,0.0
2,15,10,2013,2013-10-15,615,184,0,18.4,1207,49.6,1023.2,5.1,72.0,52.0,0.0,60.0,9.5,2.1,,0.0,,0.0,0.0,0.0
3,13,04,2016,2016-04-13,700,184,0,18.4,1278,24.1,1027.6,12.0,59.0,39.9,0.0,47.7,10.0,4.1,18.1,0.17,,0.0,0.0,0.0
5,16,09,2016,2016-09-16,780,184,0,18.4,1465,52.8,1025.8,6.0,73.9,61.0,0.0,66.2,10.0,2.2,,0.0,,0.0,0.0,0.0
3,20,06,2018,2018-06-20,698,184,0,18.4,1319,54.2,1011.0,4.1,88.0,69.1,0.0,75.9,10.0,1.6,,0.07,,0.0,0.0,0.0
2,04,06,2019,2019-06-04,615,184,0,18.4,1141,39.3,1018.2,6.8,70.0,54.0,0.0,62.4,10.0,2.7,14.0,0.0,,0.0,0.0,0.0
5,12,05,2017,2017-05-12,817,195,0,19.4,1543,42.1,1017.4,8.0,64.9,48.0,0.0,54.1,10.0,3.5,15.0,0.0,,0.0,0.0,0.0
2,10,12,2019,2019-12-10,667,194,0,19.4,1214,51.6,1008.6,9.9,57.9,42.1,0.0,55.8,8.5,5.5,20.0,1.36,,0.0,0.0,0.0
3,24,10,2018,2018-10-24,719,194,0,19.4,1350,34.0,1017.1,,63.0,46.0,0.0,50.0,,,,0.0,,0.0,0.0,0.0
5,20,09,2019,2019-09-20,688,194,0,19.4,1304,45.7,1023.8,6.0,78.1,52.0,0.0,65.6,10.0,4.0,,0.0,,0.0,0.0,0.0
1,07,06,2021,2021-06-07,381,194,0,19.4,680,68.0,1017.9,6.0,91.9,75.9,0.0,81.5,9.0,2.6,,0.0,,0.0,0.0,0.0
