day,dd,mm,year,collision_date,num_collisions,injured,fatalities,weighted_fatalities_injuries,num_vehicles_involved,dewp,slp,mxpsd,max,min,fog,temperature,visibility,wind_speed,gust,precipitation,snow_depth,thunder,hail,snow_ice_pellets
6,02,05,2015,2015-05-02,540,132,0,13.2,1081,40.1,1015.0,9.9,73.9,48.0,0.0,55.1,10.0,2.5,19.0,0.0,,0.0,0.0,0.0
1,22,04,2019,2019-04-22,522,132,0,13.2,980,49.0,1017.7,7.0,66.0,52.0,0.0,57.1,8.7,4.1,,0.0,,0.0,0.0,0.0
6,02,04,2022,2022-04-02,277,132,0,13.2,515,20.6,1015.6,12.0,61.0,37.9,0.0,44.6,10.0,6.8,26.0,0.28,,0.0,0.0,0.0
7,06,04,2014,2014-04-06,484,132,0,13.2,952,19.9,1020.4,9.9,61.0,36.0,0.0,45.3,10.0,4.3,21.0,0.0,,0.0,0.0,0.0
4,02,01,2020,2020-01-02,413,132,0,13.2,750,22.4,1013.2,9.9,48.9,33.1,0.0,39.6,10.0,5.2,17.1,0.0,,0.0,0.0,0.0
3,11,03,2015,2015-03-11,565,132,0,13.2,1128,39.6,1014.8,9.9,59.0,39.0,0.0,48.8,6.5,4.5,19.0,0.47,11.0,0.0,0.0,0.0
2,19,02,2013,2013-02-19,477,132,0,13.2,911,22.4,1017.1,11.1,48.9,32.0,0.0,39.2,9.3,5.8,21.0,0.0,,0.0,0.0,0.0
7,23,09,2018,2018-09-23,475,132,0,13.2,919,51.9,1023.4,6.0,73.9,60.1,0.0,62.9,10.0,2.9,,0.0,,0.0,0.0,0.0
1,19,09,2022,2022-09-19,293,132,0,13.2,525,60.4,1013.3,8.0,84.9,66.9,0.0,75.7,9.4,3.8,20.0,0.0,,0.0,0.0,0.0
7,03,11,2019,2019-11-03,479,132,0,13.2,889,30.4,1018.6,7.0,54.0,39.9,0.0,47.9,10.0,4.3,,0.0,,0.0,0.0,0.0
4,16,07,2020,2020-07-16,322,137,0,13.7,580,61.8,1025.2,7.0,82.0,70.0,0.0,72.6,10.0,3.5,,0.0,,0.0,0.0,0.0
2,27,10,2015,2015-10-27,631,137,0,13.7,1241,35.6,1033.2,6.0,59.0,45.0,0.0,51.9,10.0,3.5,,0.0,,0.0,0.0,0.0
1,25,04,2016,2016-04-25,488,137,0,13.7,872,38.5,1015.5,7.0,69.1,46.9,0.0,58.0,10.0,3.6,,0.0,,0.0,0.0,0.0
4,11,06,2015,2015-06-11,666,137,0,13.7,1314,62.3,1011.3,8.0,89.1,72.0,0.0,79.6,7.3,4.5,17.1,0.0,,0.0,0.0,0.0
4,03,03,2022,2022-03-03,318,137,0,13.7,534,21.2,1015.1,15.0,52.0,33.1,0.0,41.6,9.7,7.5,24.1,0.03,,0.0,0.0,0.0
6,12,07,2014,2014-07-12,550,137,0,13.7,1099,60.5,1022.6,8.9,86.0,71.1,0.0,76.2,9.8,2.1,17.1,0.0,,0.0,0.0,0.0
4,10,03,2022,2022-03-10,268,137,0,13.7,480,30.2,1020.2,8.0,51.1,33.1,0.0,39.1,8.5,2.3,,0.55,,0.0,0.0,0.0
3,16,07,2014,2014-07-16,551,137,0,13.7,1099,64.9,1009.3,6.0,86.0,68.0,0.0,73.3,6.6,2.5,,1.3,,0.0,0.0,0.0
3,14,04,2021,2021-04-14,295,137,0,13.7,542,42.2,1016.3,8.0,72.0,44.1,0.0,58.4,10.0,3.2,15.9,0.06,,0.0,0.0,0.0
7,24,04,2016,2016-04-24,448,137,0,13.7,824,23.4,1016.4,9.9,71.1,46.9,0.0,56.2,10.0,6.2,22.0,0.01,,0.0,0.0,0.0
5,27,12,2019,2019-12-27,448,137,0,13.7,820,40.9,1024.7,9.9,54.0,36.0,0.0,49.4,9.9,4.7,18.1,0.0,,0.0,0.0,0.0
3,11,05,2022,2022-05-11,300,137,0,13.7,516,33.3,1025.2,12.0,75.0,51.1,0.0,62.3,10.0,6.2,22.0,0.0,,0.0,0.0,0.0
6,23,05,2015,2015-05-23,546,137,0,13.7,1086,28.3,1025.9,9.9,73.9,48.9,0.0,59.3,10.0,4.6,20.0,0.0,,0.0,0.0,0.0
2,11,10,2022,2022-10-11,278,137,0,13.7,467,44.0,1025.1,6.0,70.0,51.1,0.0,59.9,10.0,2.9,,0.0,,0.0,0.0,0.0
1,14,09,2020,2020-09-14,289,137,0,13.7,512,57.5,1018.4,7.0,75.0,61.0,0.0,71.8,10.0,3.5,18.1,0.0,,0.0,0.0,0.0
3,27,04,2022,2022-04-27,314,137,0,13.7,577,33.5,1013.8,13.0,60.1,46.9,0.0,52.5,9.8,7.0,25.1,0.02,,0.0,0.0,0.0
1,15,08,2022,2022-08-15,241,137,0,13.7,424,54.3,1015.8,5.1,82.9,66.0,0.0,74.4,10.0,1.9,,0.0,,0.0,0.0,0.0
7,13,12,2020,2020-12-13,265,137,0,13.7,492,44.2,1013.9,9.9,62.1,46.0,0.0,55.4,9.9,5.9,17.1,0.0,,0.0,0.0,0.0
7,21,04,2019,2019-04-21,398,137,0,13.7,759,48.8,1015.4,6.0,66.0,53.1,0.0,57.4,10.0,2.6,,0.28,,0.0,0.0,0.0
3,17,01,2018,2018-01-17,611,137,0,13.7,1106,29.9,1025.3,9.9,36.0,25.0,0.0,33.6,6.4,4.5,15.9,0.0,,0.0,0.0,1.0
5,02,10,2020,2020-10-02,350,137,0,13.7,621,48.2,1014.8,6.0,72.0,55.0,0.0,60.4,9.7,3.1,,0.02,,0.0,0.0,0.0
7,19,05,2019,2019-05-19,547,137,0,13.7,1018,55.1,1016.9,7.0,75.9,55.9,0.0,66.9,10.0,2.2,15.9,0.0,,0.0,0.0,0.0
6,14,03,2015,2015-03-14,507,137,0,13.7,975,37.5,1021.2,9.9,51.1,30.9,0.0,44.0,6.4,4.0,19.0,0.23,2.0,0.0,0.0,0.0
3,27,06,2018,2018-06-27,540,142,0,14.2,1019,59.1,1019.0,6.0,78.1,61.0,0.0,69.3,9.8,3.0,,0.0,,0.0,0.0,0.0
7,06,11,2016,2016-11-06,532,142,0,14.2,995,37.1,1021.9,12.0,62.1,44.1,0.0,54.4,10.0,5.7,20.0,0.0,,0.0,0.0,0.0
5,25,04,2014,2014-04-25,617,142,0,14.2,1227,19.4,1015.2,8.0,63.0,44.1,0.0,52.6,10.0,4.2,18.1,0.0,,0.0,0.0,0.0
6,30,03,2013,2013-03-30,513,142,0,14.2,1020,24.5,1019.9,8.0,59.0,39.9,0.0,48.0,10.0,3.8,,0.0,,0.0,0.0,0.0
3,01,09,2021,2021-09-01,319,142,0,14.2,549,64.3,1008.7,15.0,82.9,66.9,1.0,73.0,7.9,5.5,28.0,0.07,,0.0,0.0,0.0
1,31,08,2020,2020-08-31,294,142,0,14.2,521,54.0,1017.2,8.0,79.0,63.0,0.0,69.7,10.0,3.3,,0.0,,0.0,0.0,0.0
2,18,06,2013,2013-06-18,613,142,0,14.2,1226,63.8,1011.5,6.0,84.0,64.9,0.0,72.8,7.3,1.9,,0.01,,0.0,0.0,0.0
2,28,08,2012,2012-08-28,587,142,0,14.2,1167,67.4,1011.5,15.9,86.0,69.8,0.0,77.9,9.0,6.0,22.9,0.75,,0.0,0.0,0.0
1,13,07,2020,2020-07-13,290,142,0,14.2,530,64.2,1008.3,7.0,87.1,70.0,0.0,78.1,9.8,3.3,14.0,0.06,,0.0,0.0,0.0
6,03,10,2015,2015-10-03,556,142,0,14.2,1100,45.0,1025.5,17.1,57.0,48.0,0.0,50.2,6.9,11.8,28.0,1.36,,0.0,0.0,0.0
3,19,09,2018,2018-09-19,519,142,0,14.2,951,66.2,1010.9,8.0,81.0,69.1,0.0,73.8,10.0,2.8,,1.18,,0.0,0.0,0.0
3,05,06,2013,2013-06-05,599,142,0,14.2,1181,41.7,1020.8,7.0,73.9,57.9,0.0,66.0,10.0,3.7,,0.0,,0.0,0.0,0.0
5,25,09,2015,2015-09-25,585,142,0,14.2,1166,52.3,1027.6,8.9,82.0,60.1,0.0,69.0,10.0,5.5,15.9,0.0,,0.0,0.0,0.0
7,13,12,2015,2015-12-13,549,142,0,14.2,1087,48.3,1020.3,6.0,66.9,55.0,0.0,61.8,6.5,2.0,,0.0,,0.0,0.0,0.0
2,06,01,2015,2015-01-06,777,142,0,14.2,1553,4.8,1026.7,9.9,27.0,19.0,0.0,21.0,7.3,4.2,22.0,0.0,,0.0,0.0,1.0
1,28,11,2016,2016-11-28,647,142,0,14.2,1205,28.9,1021.1,6.0,52.0,37.9,0.0,44.3,9.9,3.3,,0.0,,0.0,0.0,0.0
5,31,10,2014,2014-10-31,668,142,0,14.2,1323,34.8,1015.1,8.0,59.0,45.0,0.0,49.9,10.0,4.3,15.0,0.0,,0.0,0.0,0.0
4,10,11,2022,2022-11-10,266,142,0,14.2,477,43.5,1029.4,6.0,66.0,39.9,0.0,54.6,10.0,2.8,,0.0,,0.0,0.0,0.0
3,21,07,2021,2021-07-21,330,142,0,14.2,589,65.3,1011.3,6.0,86.0,70.0,0.0,77.5,5.3,1.9,,0.0,,0.0,0.0,0.0
2,15,09,2015,2015-09-15,579,142,0,14.2,1116,48.2,1024.5,5.1,82.9,63.0,0.0,72.0,10.0,2.1,,0.0,,0.0,0.0,0.0
4,17,03,2022,2022-03-17,279,142,0,14.2,490,45.2,1018.2,11.1,66.9,45.0,1.0,48.9,4.1,5.7,15.9,0.0,,0.0,0.0,0.0
2,09,06,2015,2015-06-09,652,142,0,14.2,1302,63.4,1006.1,8.9,82.9,63.0,0.0,73.7,8.6,4.9,21.0,0.07,,0.0,0.0,0.0
1,27,11,2017,2017-11-27,635,142,0,14.2,1188,24.3,1016.5,13.0,51.1,39.0,0.0,43.5,10.0,5.9,18.1,0.0,,0.0,0.0,0.0
1,13,08,2012,2012-08-13,504,142,0,14.2,1002,61.2,1014.6,13.0,86.0,69.1,0.0,76.3,9.2,4.3,,0.05,,0.0,0.0,0.0
1,25,07,2022,2022-07-25,279,142,0,14.2,477,71.7,1011.6,14.0,89.1,73.0,1.0,82.9,9.4,3.8,22.9,0.0,,0.0,0.0,0.0
1,16,08,2021,2021-08-16,301,142,0,14.2,539,58.8,1022.5,6.0,82.9,69.1,0.0,74.5,10.0,2.2,,0.0,,0.0,0.0,0.0
2,21,03,2017,2017-03-21,636,146,0,14.2,1169,24.2,1012.9,8.0,59.0,33.1,0.0,48.5,10.0,3.5,15.0,0.0,,0.0,0.0,0.0
5,06,03,2015,2015-03-06,939,142,0,14.2,1909,3.2,1030.9,9.9,39.9,12.0,0.0,19.4,8.7,4.7,17.1,0.52,13.0,0.0,0.0,0.0
6,20,08,2016,2016-08-20,579,142,0,14.2,1083,69.1,1013.3,9.9,82.9,69.8,1.0,76.7,7.2,3.9,20.0,0.01,,0.0,0.0,0.0
2,25,08,2020,2020-08-25,286,142,0,14.2,509,66.5,1010.2,18.1,90.0,71.1,1.0,80.5,9.7,4.4,29.9,0.0,,0.0,0.0,0.0
3,18,11,2020,2020-11-18,295,142,0,14.2,521,15.0,1027.5,15.0,50.0,32.0,0.0,34.8,10.0,9.1,27.0,0.0,,0.0,0.0,0.0
3,18,05,2016,2016-05-18,676,147,0,14.7,1294,40.5,,,68.0,51.8,0.0,57.8,,,,0.0,,0.0,0.0,0.0
3,31,01,2018,2018-01-31,596,147,0,14.7,1130,6.8,1022.1,13.0,36.0,18.0,0.0,24.9,10.0,6.0,24.1,0.02,,0.0,0.0,0.0
5,13,02,2015,2015-02-13,757,147,0,14.7,1496,-4.7,1017.2,15.9,39.9,8.1,0.0,16.1,10.0,8.8,28.0,0.0,7.9,0.0,0.0,0.0
7,21,03,2021,2021-03-21,261,147,0,14.7,498,20.7,1033.4,7.0,63.0,33.1,0.0,51.9,10.0,2.5,,0.0,,0.0,0.0,0.0
3,16,11,2022,2022-11-16,303,147,0,14.7,521,37.5,1014.8,12.0,50.0,35.1,0.0,43.6,6.9,7.2,22.0,0.82,,0.0,0.0,0.0
2,13,08,2019,2019-08-13,469,147,0,14.7,873,66.8,1010.1,7.0,84.9,68.0,0.0,75.8,9.4,3.6,15.0,0.04,,0.0,0.0,0.0
1,01,06,2015,2015-06-01,691,147,0,14.7,1358,55.0,1019.6,14.0,69.1,55.0,0.0,58.0,5.3,7.9,22.0,1.89,,0.0,0.0,0.0
5,20,08,2021,2021-08-20,325,147,0,14.7,576,67.4,1012.2,6.0,84.9,75.0,0.0,78.4,10.0,2.8,,0.0,,0.0,0.0,0.0
6,16,02,2019,2019-02-16,535,147,0,14.7,1027,21.8,1009.1,,59.0,34.0,0.0,42.3,10.0,,,0.0,,0.0,0.0,0.0
4,21,08,2014,2014-08-21,567,147,0,14.7,1126,60.3,1017.0,8.0,84.0,66.0,0.0,73.9,9.7,2.8,14.0,0.04,,0.0,0.0,0.0
5,13,03,2020,2020-03-13,551,147,0,14.7,1012,43.3,1011.9,17.1,69.1,45.0,0.0,54.0,6.9,7.3,26.0,0.18,,0.0,0.0,0.0
7,23,09,2012,2012-09-23,480,147,0,14.7,945,50.3,1015.4,12.0,72.0,55.4,0.0,63.8,9.0,6.4,15.9,0.22,,0.0,0.0,0.0
4,25,07,2013,2013-07-25,507,147,0,14.7,1013,52.3,1015.4,12.0,78.1,64.0,0.0,67.3,10.0,7.4,20.0,0.0,,0.0,0.0,0.0
3,20,11,2013,2013-11-20,607,147,0,14.7,1203,16.0,1031.4,11.1,51.1,32.0,0.0,37.5,10.0,5.8,17.1,0.0,,0.0,0.0,0.0
1,11,04,2016,2016-04-11,624,149,0,14.7,1154,32.5,1022.2,9.9,64.9,30.9,0.0,50.9,9.3,5.6,18.1,0.0,,0.0,0.0,0.0
4,14,02,2013,2013-02-14,631,147,0,14.7,1239,26.7,1011.6,8.9,46.0,33.1,0.0,38.2,8.9,3.8,,0.03,,0.0,0.0,1.0
3,12,07,2017,2017-07-12,677,147,0,14.7,1259,69.4,1014.4,9.9,88.0,75.0,0.0,82.3,10.0,3.6,20.0,0.0,,0.0,0.0,0.0
3,30,07,2014,2014-07-30,605,147,0,14.7,1201,51.2,1015.8,6.0,80.1,63.0,0.0,70.8,10.0,2.8,,0.0,,0.0,0.0,0.0
2,11,12,2012,2012-12-11,578,147,0,14.7,1154,43.2,1013.2,19.0,59.0,42.8,1.0,50.1,7.3,6.0,26.0,0.23,,0.0,0.0,0.0
1,10,03,2014,2014-03-10,513,147,0,14.7,1047,18.9,1009.9,9.9,51.1,35.6,0.0,42.3,9.7,4.7,24.1,0.0,2.0,0.0,0.0,1.0
2,17,04,2018,2018-04-17,600,147,0,14.7,1104,30.7,1003.6,14.0,60.1,39.0,0.0,44.6,10.0,7.7,24.1,1.61,,0.0,0.0,0.0
5,28,08,2015,2015-08-28,609,152,0,15.2,1213,51.5,1020.7,6.0,82.0,63.0,0.0,72.7,10.0,2.5,,0.0,,0.0,0.0,0.0
7,15,05,2016,2016-05-15,510,152,0,15.2,961,36.7,,,60.8,50.0,0.0,54.6,,,,0.0,,0.0,0.0,0.0
2,29,09,2015,2015-09-29,557,152,0,15.2,1103,67.3,1017.8,8.9,82.9,64.9,0.0,75.6,9.7,2.7,15.9,0.0,,0.0,0.0,0.0
4,21,11,2013,2013-11-21,628,152,0,15.2,1249,24.8,1035.1,8.0,51.1,32.0,0.0,42.1,10.0,4.2,,0.0,,0.0,0.0,0.0
6,13,11,2021,2021-11-13,335,152,0,15.2,610,38.8,1009.8,14.0,64.9,42.1,1.0,52.4,9.6,3.4,35.0,0.48,,0.0,0.0,0.0
6,09,08,2014,2014-08-09,538,152,0,15.2,1089,52.8,1018.7,6.0,87.1,64.9,0.0,76.0,10.0,2.5,,0.0,,0.0,0.0,0.0
4,09,07,2020,2020-07-09,313,152,0,15.2,556,70.1,1015.2,6.0,89.1,75.0,0.0,80.1,9.6,2.3,,0.02,,0.0,0.0,0.0
5,28,02,2014,2014-02-28,655,152,0,15.2,1285,-8.0,1024.3,14.0,34.0,9.0,0.0,16.5,10.0,6.1,24.1,0.0,5.9,0.0,0.0,0.0
4,22,12,2016,2016-12-22,700,152,0,15.2,1286,22.7,1017.6,12.0,48.9,30.0,0.0,41.6,10.0,4.5,21.0,0.0,,0.0,0.0,0.0
6,11,11,2017,2017-11-11,623,152,0,15.2,1168,9.1,1033.4,8.0,51.1,24.1,0.0,29.2,10.0,4.9,15.9,0.0,,0.0,0.0,0.0
6,25,03,2017,2017-03-25,571,156,0,15.2,1070,36.9,1021.1,11.1,62.1,36.0,0.0,54.1,9.8,5.5,18.1,0.0,,0.0,0.0,0.0
1,25,10,2021,2021-10-25,330,152,0,15.2,565,58.0,1014.6,5.1,73.0,46.9,0.0,63.4,8.3,2.2,,0.06,,0.0,0.0,0.0
3,20,04,2022,2022-04-20,282,152,0,15.2,483,23.4,1023.2,12.0,60.1,39.0,0.0,49.1,10.0,6.9,22.0,1.24,,0.0,0.0,0.0
5,06,09,2019,2019-09-06,591,152,0,15.2,1095,57.2,1014.1,15.9,73.9,57.9,1.0,64.8,9.0,6.3,22.9,0.0,,0.0,0.0,0.0
6,11,07,2015,2015-07-11,597,152,0,15.2,1228,55.6,1017.4,5.1,88.0,69.1,0.0,78.7,9.9,1.9,,0.0,,0.0,0.0,0.0
3,05,01,2022,2022-01-05,306,152,0,15.2,587,29.1,1018.3,12.0,46.9,19.0,0.0,37.5,8.5,4.2,20.0,0.03,,0.0,0.0,0.0
6,24,11,2018,2018-11-24,536,152,0,15.2,986,23.4,1022.8,,46.4,30.9,0.0,36.7,10.0,,,0.0,,0.0,0.0,0.0
5,26,04,2013,2013-04-26,675,152,0,15.2,1342,29.4,1026.7,6.0,66.9,50.0,0.0,57.3,10.0,2.5,,0.0,,0.0,0.0,0.0
3,30,05,2018,2018-05-30,708,152,0,15.2,1304,62.3,1018.5,5.1,89.1,62.1,0.0,70.0,8.0,2.3,,0.0,,0.0,0.0,0.0
1,07,10,2013,2013-10-07,618,152,0,15.2,1218,64.7,1013.8,8.9,75.9,62.1,0.0,69.6,6.9,5.2,20.0,0.0,,0.0,0.0,0.0
2,09,10,2018,2018-10-09,628,152,0,15.2,1174,66.1,1027.0,4.1,77.0,64.0,0.0,69.8,7.8,0.8,,0.0,,0.0,0.0,0.0
6,16,03,2013,2013-03-16,521,152,0,15.2,1019,24.1,1009.4,9.9,46.9,32.0,1.0,37.3,7.8,4.7,19.0,0.0,,0.0,0.0,1.0
3,24,01,2018,2018-01-24,615,152,0,15.2,1146,24.4,1011.1,17.1,60.1,33.1,0.0,41.3,10.0,8.4,28.0,0.28,,0.0,0.0,0.0
3,07,10,2015,2015-10-07,668,152,0,15.2,1312,49.3,1015.2,6.0,73.0,52.0,0.0,64.9,10.0,2.5,,0.0,,0.0,0.0,0.0
5,18,01,2019,2019-01-18,596,152,0,15.2,1096,26.3,1020.9,,39.0,24.1,0.0,33.4,6.2,,,0.05,,0.0,0.0,1.0
5,22,08,2014,2014-08-22,568,157,0,15.7,1110,62.7,1016.8,8.9,82.9,64.9,0.0,70.6,8.1,3.5,,0.37,,0.0,0.0,0.0
1,15,04,2019,2019-04-15,657,157,0,15.7,1228,47.7,997.2,18.1,64.9,48.9,1.0,57.6,9.0,5.9,33.0,0.74,,0.0,0.0,0.0
1,04,06,2018,2018-06-04,698,158,0,15.7,1304,51.9,1008.8,8.0,71.1,51.1,0.0,58.8,8.1,3.4,,0.39,,0.0,0.0,0.0
1,07,10,2019,2019-10-07,575,157,0,15.7,1084,60.6,1020.8,6.0,79.0,57.0,0.0,71.5,9.8,3.4,,0.01,,0.0,0.0,0.0
1,13,09,2021,2021-09-13,378,157,0,15.7,669,64.2,1016.2,7.0,82.9,66.0,0.0,78.3,10.0,4.2,,0.0,,0.0,0.0,0.0
6,19,11,2022,2022-11-19,318,157,0,15.7,551,18.0,1021.6,9.9,44.1,30.9,0.0,36.0,10.0,6.2,20.0,0.0,,0.0,0.0,0.0
5,28,10,2022,2022-10-28,301,157,0,15.7,540,33.5,1031.3,11.1,64.9,45.0,0.0,51.3,10.0,5.8,17.1,0.0,,0.0,0.0,0.0
1,08,04,2019,2019-04-08,594,157,0,15.7,1117,50.3,1011.6,7.0,79.0,51.1,0.0,63.6,8.3,2.0,17.1,0.26,,0.0,0.0,0.0
6,09,10,2021,2021-10-09,268,157,0,15.7,497,56.4,1023.0,13.0,75.9,60.1,0.0,64.4,10.0,6.7,20.0,0.0,,0.0,0.0,0.0
7,29,05,2022,2022-05-29,282,157,0,15.7,514,54.9,1015.9,5.1,77.0,59.0,0.0,68.3,10.0,1.5,,0.64,,0.0,0.0,0.0
5,19,12,2014,2014-12-19,652,157,0,15.7,1298,21.6,1016.5,9.9,42.1,32.0,0.0,36.2,10.0,6.4,17.1,0.0,,0.0,0.0,0.0
2,01,01,2013,2013-01-01,381,157,0,15.7,755,23.6,1011.9,8.9,39.9,33.1,0.0,37.8,10.0,6.1,19.0,0.0,,0.0,0.0,0.0
6,12,11,2016,2016-11-12,603,157,0,15.7,1119,19.7,1023.5,8.0,50.0,37.0,0.0,42.9,10.0,4.5,,0.0,,0.0,0.0,0.0
4,30,01,2014,2014-01-30,657,157,0,15.7,1302,0.2,1027.9,8.9,30.0,14.0,0.0,21.2,10.0,3.1,18.1,0.0,2.0,0.0,0.0,0.0
1,12,01,2015,2015-01-12,580,157,0,15.7,1145,23.7,1029.2,8.9,37.9,35.1,0.0,36.9,6.6,3.3,15.0,0.01,1.2,0.0,0.0,0.0
4,05,12,2013,2013-12-05,573,157,0,15.7,1107,47.0,1018.1,5.1,60.1,41.0,1.0,52.8,5.0,2.6,,0.01,,0.0,0.0,0.0
5,02,08,2013,2013-08-02,626,157,0,15.7,1247,62.9,1011.4,12.0,82.9,66.9,1.0,73.6,6.9,3.7,22.0,0.65,,0.0,0.0,0.0
6,04,10,2014,2014-10-04,531,157,0,15.7,1051,57.1,1004.8,12.0,69.1,60.1,1.0,64.2,7.3,5.3,21.0,0.14,,0.0,0.0,0.0
6,14,10,2017,2017-10-14,567,164,0,16.4,1073,60.6,1024.0,5.1,72.0,52.0,0.0,65.5,7.7,3.1,,0.08,,0.0,0.0,0.0
6,23,07,2022,2022-07-23,305,164,0,16.4,574,63.7,1014.9,7.0,93.9,78.1,0.0,84.6,10.0,2.0,,0.0,,0.0,0.0,0.0
2,26,07,2016,2016-07-26,688,164,0,16.4,1302,68.1,1011.8,8.0,93.0,72.0,0.0,78.9,7.8,3.7,15.0,1.0,,0.0,0.0,0.0
2,20,08,2013,2013-08-20,542,164,0,16.4,1069,61.9,1018.6,5.1,88.0,66.0,0.0,76.6,9.7,3.3,,0.0,,0.0,0.0,0.0
4,12,08,2021,2021-08-12,324,164,0,16.4,594,70.3,1015.4,7.0,93.0,73.0,0.0,80.9,9.3,3.5,20.0,0.18,,0.0,0.0,0.0
6,07,03,2020,2020-03-07,515,164,0,16.4,979,21.9,1018.9,13.0,48.0,36.0,0.0,40.2,10.0,6.8,22.0,0.37,,0.0,0.0,0.0
7,07,06,2015,2015-06-07,559,164,0,16.4,1122,40.3,1020.5,7.0,75.9,55.0,0.0,65.0,10.0,3.0,15.9,0.19,,0.0,0.0,0.0
2,25,10,2022,2022-10-25,295,164,0,16.4,503,62.2,1018.5,8.9,70.0,55.0,1.0,64.0,2.9,3.3,,0.38,,0.0,0.0,0.0
1,30,06,2014,2014-06-30,610,164,0,16.4,1206,59.1,1018.0,5.1,84.0,68.0,0.0,75.7,10.0,2.2,,0.0,,0.0,0.0,0.0
1,22,01,2018,2018-01-22,559,164,0,16.4,1032,37.0,1021.1,8.0,50.0,41.0,0.0,45.1,7.0,3.2,14.0,0.01,,0.0,0.0,0.0
5,18,08,2017,2017-08-18,612,164,0,16.4,1158,72.7,1011.7,7.0,82.9,69.1,1.0,76.4,6.4,2.0,,0.03,,0.0,0.0,0.0
4,04,07,2013,2013-07-04,438,164,0,16.4,878,72.8,1022.9,7.0,87.1,75.0,0.0,79.5,8.4,3.1,,0.53,,0.0,0.0,0.0
2,04,07,2017,2017-07-04,424,164,0,16.4,789,60.1,1017.1,6.0,88.0,70.0,0.0,76.7,10.0,2.4,,0.45,,0.0,0.0,0.0
5,30,05,2014,2014-05-30,650,164,0,16.4,1286,44.7,1018.8,6.0,75.0,51.1,0.0,63.3,9.9,1.6,14.0,0.0,,0.0,0.0,0.0
1,07,01,2019,2019-01-07,584,164,0,16.4,1083,7.7,1029.0,,48.9,25.0,0.0,29.5,10.0,,,0.0,,0.0,0.0,0.0
3,11,07,2012,2012-07-11,565,164,0,16.4,1118,62.0,1019.9,7.0,84.0,64.9,0.0,77.1,10.0,1.9,,0.0,,0.0,0.0,0.0
2,23,10,2018,2018-10-23,681,164,0,16.4,1279,40.0,1017.5,,63.0,39.0,0.0,54.0,,,,0.0,,0.0,0.0,0.0
1,13,01,2014,2014-01-13,568,164,0,16.4,1131,29.3,1018.0,9.9,54.0,37.0,0.0,42.7,9.8,4.4,21.0,0.05,,0.0,0.0,0.0
7,27,04,2014,2014-04-27,449,164,0,16.4,881,34.6,1014.3,8.0,66.9,46.0,0.0,51.9,9.6,5.2,17.1,0.05,,0.0,0.0,0.0
4,19,06,2014,2014-06-19,675,164,0,16.4,1350,62.0,1014.9,8.0,89.1,69.1,0.0,74.9,10.0,3.0,,0.0,,0.0,0.0,0.0
2,23,07,2013,2013-07-23,571,164,0,16.4,1109,71.4,1004.6,8.9,87.1,73.0,0.0,78.7,7.3,3.5,15.0,0.37,,0.0,0.0,0.0
1,09,03,2020,2020-03-09,546,164,0,16.4,1020,22.3,1026.6,14.0,72.0,35.1,0.0,57.2,10.0,6.7,24.1,0.0,,0.0,0.0,0.0
3,25,05,2022,2022-05-25,304,164,0,16.4,550,45.8,1028.0,6.0,70.0,53.1,0.0,60.5,9.9,2.5,,0.0,,0.0,0.0,0.0
1,03,12,2018,2018-12-03,697,164,0,16.4,1287,44.6,1003.4,,55.9,42.1,0.0,53.5,7.9,,,0.3,,0.0,0.0,0.0
4,22,03,2018,2018-03-22,760,164,0,16.4,1338,26.9,1008.5,13.0,50.0,30.9,0.0,37.7,5.0,6.8,20.0,1.04,,0.0,0.0,1.0
2,21,08,2018,2018-08-21,580,164,0,16.4,1069,63.7,1018.6,7.0,78.1,66.0,0.0,71.7,10.0,2.5,,0.0,,0.0,0.0,0.0
4,21,10,2021,2021-10-21,371,164,0,16.4,662,50.1,1015.3,8.0,75.0,55.9,0.0,66.6,10.0,3.0,15.9,0.0,,0.0,0.0,0.0
3,17,06,2015,2015-06-17,706,174,0,17.4,1397,58.7,1017.6,8.0,82.0,64.9,0.0,73.3,9.5,3.4,,0.27,,0.0,0.0,0.0
3,14,09,2022,2022-09-14,308,174,0,17.4,542,53.8,1012.7,8.0,82.0,62.1,0.0,71.5,10.0,5.2,17.1,0.41,,0.0,0.0,0.0
7,18,12,2016,2016-12-18,521,174,0,17.4,962,41.8,1012.5,15.9,57.9,24.1,1.0,45.5,6.1,5.2,27.0,0.57,2.0,0.0,0.0,0.0
2,11,10,2016,2016-10-11,739,174,0,17.4,1352,38.0,1030.1,7.0,64.0,46.0,0.0,53.4,10.0,3.2,,0.0,,0.0,0.0,0.0
2,21,05,2013,2013-05-21,697,174,0,17.4,1377,65.2,1013.3,8.9,86.0,68.0,0.0,75.9,7.6,3.6,,0.0,,0.0,0.0,0.0
4,03,11,2022,2022-11-03,318,174,0,17.4,563,44.8,1028.3,2.9,70.0,52.0,0.0,59.0,9.9,1.5,,0.0,,0.0,0.0,0.0
1,13,03,2017,2017-03-13,792,174,0,17.4,1507,3.9,1030.4,9.9,36.0,19.9,0.0,26.0,10.0,4.2,17.1,0.0,,0.0,0.0,0.0
2,16,10,2018,2018-10-16,688,174,0,17.4,1290,40.4,1018.2,,68.0,46.9,0.0,54.7,9.8,,,0.04,,0.0,0.0,0.0
